# Logfile created on 2017-02-06 13:39:59 +0100 by logger.rb/56438
I, [2017-02-06T15:18:19.398591 #24111]  INFO -- : (0.000176s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:14:29.574406 #25980]  INFO -- : (0.000034s) CREATE TABLE IF NOT EXISTS `coding_activity_context_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:14:29.574671 #25980]  INFO -- : (0.000031s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:14:29.574965 #25980]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:14:29.575203 #25980]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:14:29.575414 #25980]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:14:29.576289 #25980]  INFO -- : (0.000287s) PRAGMA table_info('coding_activity_context_polls')
I, [2017-02-06T16:14:29.577445 #25980]  INFO -- : (0.000152s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T16:14:29.578394 #25980]  INFO -- : (0.000175s) PRAGMA table_info('coding_activity_project_polls')
I, [2017-02-06T16:14:29.579298 #25980]  INFO -- : (0.000024s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T16:14:29.579461 #25980] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T16:14:29.579776 #25980] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T16:14:29.580196 #25980]  INFO -- : (0.000126s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T16:16:30.832716 #25980]  INFO -- : (0.000191s) SELECT * FROM `coding_activity_context_polls`
I, [2017-02-06T16:16:30.833239 #25980]  INFO -- : (0.000122s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:16:30.833600 #25980]  INFO -- : (0.000118s) SELECT * FROM `coding_activity_project_polls` WHERE (`coding_activity_project_polls`.`context_id` = 1) LIMIT 1
E, [2017-02-06T16:16:30.833850 #25980] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:18:38.543442 #26062]  INFO -- : (0.000206s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:18:38.543532 #26062]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T16:18:38.543646 #26062]  INFO -- : (0.000068s) SELECT sqlite_version()
I, [2017-02-06T16:18:38.544092 #26062]  INFO -- : (0.000154s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:18:38.544345 #26062]  INFO -- : (0.000031s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:18:38.544614 #26062]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:18:38.544836 #26062]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:18:38.545032 #26062]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:18:38.545928 #26062]  INFO -- : (0.000306s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T16:18:38.547120 #26062]  INFO -- : (0.000153s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T16:18:38.548067 #26062]  INFO -- : (0.000178s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T16:18:38.548890 #26062]  INFO -- : (0.000023s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T16:18:38.549056 #26062] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T16:18:38.549363 #26062] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T16:18:38.549779 #26062]  INFO -- : (0.000130s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T16:19:08.732104 #26080]  INFO -- : (0.000321s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:19:08.732203 #26080]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T16:19:08.732339 #26080]  INFO -- : (0.000089s) SELECT sqlite_version()
I, [2017-02-06T16:19:08.732722 #26080]  INFO -- : (0.000035s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:19:08.733010 #26080]  INFO -- : (0.000033s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:19:08.733294 #26080]  INFO -- : (0.000032s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:19:08.733530 #26080]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:19:08.733761 #26080]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:19:08.734846 #26080]  INFO -- : (0.000372s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T16:19:08.736162 #26080]  INFO -- : (0.000185s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T16:19:08.737203 #26080]  INFO -- : (0.000193s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T16:19:08.738093 #26080]  INFO -- : (0.000026s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T16:19:08.738277 #26080] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T16:19:08.738612 #26080] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T16:19:08.739082 #26080]  INFO -- : (0.000132s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T16:19:10.748600 #26080]  INFO -- : (0.000213s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:19:10.749089 #26080]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:19:10.749534 #26080]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
E, [2017-02-06T16:19:10.749870 #26080] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:20:27.768503 #26098]  INFO -- : (0.000316s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:20:27.768604 #26098]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T16:20:27.768723 #26098]  INFO -- : (0.000074s) SELECT sqlite_version()
I, [2017-02-06T16:20:27.769068 #26098]  INFO -- : (0.000033s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:20:27.769321 #26098]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:20:27.769577 #26098]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:20:27.769786 #26098]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:20:27.769986 #26098]  INFO -- : (0.000027s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:20:27.770886 #26098]  INFO -- : (0.000315s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T16:20:27.772044 #26098]  INFO -- : (0.000160s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T16:20:27.772974 #26098]  INFO -- : (0.000167s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T16:20:27.773801 #26098]  INFO -- : (0.000023s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T16:20:27.773964 #26098] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T16:20:27.774274 #26098] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T16:20:27.774693 #26098]  INFO -- : (0.000124s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T16:20:33.941506 #26098]  INFO -- : (0.000343s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:20:33.942445 #26098]  INFO -- : (0.000222s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:20:33.943238 #26098]  INFO -- : (0.000249s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
E, [2017-02-06T16:20:33.943723 #26098] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:21:36.231156 #26115]  INFO -- : (0.000223s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:21:36.231260 #26115]  INFO -- : (0.000019s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T16:21:36.231393 #26115]  INFO -- : (0.000083s) SELECT sqlite_version()
I, [2017-02-06T16:21:36.231786 #26115]  INFO -- : (0.000038s) CREATE TABLE IF NOT EXISTS `coding_activity_contexts_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:21:36.232074 #26115]  INFO -- : (0.000033s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:21:36.232349 #26115]  INFO -- : (0.000032s) CREATE TABLE IF NOT EXISTS `coding_activity_projects_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:21:36.232575 #26115]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_ratings_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `goals` Text, `difficulties` Text, `unexpected` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:21:36.232788 #26115]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_contexts_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T16:21:36.233786 #26115]  INFO -- : (0.000320s) PRAGMA table_info('coding_activity_contexts_polls')
I, [2017-02-06T16:21:36.235040 #26115]  INFO -- : (0.000166s) PRAGMA table_info('coding_activity_teacher_skills_polls')
I, [2017-02-06T16:21:36.236070 #26115]  INFO -- : (0.000190s) PRAGMA table_info('coding_activity_projects_polls')
I, [2017-02-06T16:21:36.236950 #26115]  INFO -- : (0.000026s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T16:21:36.237125 #26115] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T16:21:36.237470 #26115] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T16:21:36.237907 #26115]  INFO -- : (0.000132s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T16:21:37.518838 #26115]  INFO -- : (0.000217s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:21:37.519341 #26115]  INFO -- : (0.000121s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:21:37.519715 #26115]  INFO -- : (0.000118s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
